Stavek,Polisemna lema
Večje število točk pomeni boljši rezultat v testu in višji nivo razvitosti sposobnosti zadevanja cilja z lansiranim projektilom.,velik
"Na spreminjanje aktivnosti, od katerih je bilo odvisno človekovo preživetje, pa je v vedno večji meri vplivalo spreminjanje okolja, ki ga je človek pričel prilagajati svojim potrebam. ",velik
"Na razvoj gibljivosti se z elementarnimi igrami v večji meri ne da vplivati, lahko pa se, z ustreznim izborom gibanj (nekatera plazenja in plezanja), vpliva na njeno ohranjanje. ",velik
"- omogoča večjo intenzivnost vadbe, saj se lahko s primerno izbiro in organizacijo vaj frekvenca srčnega utripa dvigne na nivo, ki prispeva h krepitvi srčne mišice in k razvoju aerobnih sposobnosti;",velik
ČLOVEK KOT DIALEKTIČEN BIOLOŠKI SISTEM …………….....,sistem
"Na republiškem razpisu javnih del v letu 1997 bo občina Ptuj sodelovala z 20 programi, v katerih naj bi sodelovalo 112 brezposlenih, njen prispevek za stimulativne nagrade in materialne stroške pa je ocenjen na 15 milijonov 648 tisoč tolarjev. ",leto
"V letu 1996 se je v mestni občini Ptuj izvajalo 18 projektov javnih del, v katerih je sodelovalo 133 brezposelnih. ",leto
"V Cogetincih, KS Cerkvenjak, občina Lenart, je na božično noč neznanec s križa ob stanovanjski hiši Marije S. ukradel nad sto let star leseni nabožni kipec Marije, visok okoli 70 cm.",leto
Doživel je velik uspeh. ,velik
"Kmalu je dokazal, da zmore še tako zahtevne skladbe, kar ga je spodbudilo k zahtevnejšemu repertoarju - k poustvarjanju slovenske ter tuje umetne pesmi. ",tuj
"Klub Romantika je praznoval eno leto, gosta presenečenja ob jubileju pa sta bila domača skupina Hudobni volk in hrvaški pevec Vlado Kalember.",leto
"To so vprašanja, ki bodo dobivala odgovore v prihodnjih letih. ",leto
"Predstavili so kar štiri melodije, in sicer Vinka Štrucla Vivat Holermus (pri tej skladbi so bile naše oči uprte v činelista, ki je vehementno pobliskoval z očitno novimi ""riglcami"" in zasenčil celo dirigenta, ki velja za kar velikega moža), sledil je Ples sabelj Arama Hačaturjana, v uspavanki Harlem Jeana Trevesa je kot solist na saksofonu nastopil mladi Andrej Rakuša, končali pa so s Disco Fever Kurta Sorbona.",velik
"Ob novem letu je pozabila na slabe dogodke dvanajstih mesecev preteklega in z velikim veseljem sprejela novo leto, v katerem želi ostati tista Toševa Mimika, ki jo ljudje tam naokoli najbolje poznajo.",leto;velik;leto
"""Z lastninjenjem smo imeli težave, saj je zaradi denacionalizacijskih zapletov potekalo skoraj tri leta. ",leto
"Sklicevanje gospe Stropnikove na drugačne čase pred 35 leti more omiliti odgovornost, ne more pa je odvzeti. ",leto
"Onemogočiti, da se kdajkoli restavrira minoritska cerkev, je bil največji politični adut, ki je njen takratni predsedniški stolček dobro utrdil. ",velik
V 95. letu je zatisnila svoje trudne oči in vstopila v večnost miru in tišine draga mama,leto
"Njen cilj bi bil preprečiti velike napake v prihodnjih letih in omogočiti način dogovarjanja in sporazumevanja, ne pa izključevanja. ",velik;leto
"Pri izboru glasbe, ki jo bo izvajal, je pomembno, kaj čuti ob posameznih, pravi Vlado, saj je pesem del njega in v vsaki vedno govori o sebi, čeprav omenja tuja imena. ",tuj
"Oče naj bi začel sinu grozil z umorom, med prepirom in grožnjami pa je oče pograbil večji kuhinjski nož ter zamahnil proti sinu in ga lažje poškodoval. ",velik
"Zgodovina uči, ustvarjalnost ponovno utelesi, moda spreminja ...",zgodovina
Odkup mleka je bil na območju Mlekarske zadruge Ptuj v letu 1996 v primerjavi z letom prej manjši za 4 odstotke. ,leto;leto
"V letu 1996 se je tako nadaljeval trend upadanja števila kmetij, ki se ukvarjajo s prirejo mleka. ",leto
Pesem Moj cvet jih je vzpodbudila k izdaji prve samostojne kasete (izšla je na božič predlanskega leta) in tudi na veselicah gre kaseta dobro v prodajo.,leto
"To je bistveno več, kot jih je kadilo pred dvajsetimi leti, ko so bili mladi ti, ki danes umirajo za rakom in srčnimi boleznimi, ki jih povzroča kajenje. ",leto
Da nam bodo prezgodnje smrti zaradi teh bolezni v prihodnjih dvajsetih letih samo naraščale.,leto
"V soboto, 18. januarja, so člani PGD Biš in gostje na občnem zboru skupaj pregledali narejeno v minulem 120 letu delovanja na področju požarne preventive in izobraževanja ter ostalih aktivnosti (nabava novega vozila, izdaja knjige, VHS kasete in razglednice, projektni teden z osnovno šolo, razstava Gasilstvo nekoč in danes, organiziranje prireditve Slovenske gorice pojejo in plešejo....).",zbor;leto
Pustne radosti bodo kmalu zajele male in velike.,velik
bodo tudi to leto vsak prvi četrtek v mesecu ob sedemnajsti uri.,leto
"Takšna je vizija šefa dirigenta, vendar pa proračun za prihodnje leto še ni znan. ",leto
"Tako je lev lahko tako prijazen kot mucka, pikapolonica pa velika kot slon. ",velik
Vsi smo skoraj enako veliki in enako stari. ,velik
"Čarovnica po zrak' leti,",leto
NAJ SE Z MUCO IGRA MLAD PSIČEK.,igrati
"Kadar se vrata otroške sobe zaprejo, pa se za njimi lahko zgodijo nenavadne reči…",vrata;zapreti
"Rad bi se igral tkalca in krojača,« je rekel Tin.",igrati
Z jezikom jo je potiskala do velikih zob in jo dobro zgrizla.,jezik;velik
V Indiji se je skotila pred tridesetimi leti. ,leto
"Ko je bila stara tri leta, so jo pripeljali v ljubljanski živalski vrt. ",leto
VELIKA SLIKOVNA KRIŽANKA,velik
"Bila je stara, malo rabljena, kupljena v starinarnici, imela je širok, zelen pas in velike, bleščeče gumbe.",velik
"Poleg tega lahko s te poti pohodniki zavijejo na ogled župnije v Veliki Štangi, se tam okrepčajo ali prespijo v gostili Pri Janezu ali gredo naprej proti Štangerskim poljanam in si privoščijo počitek na turistični kmetiji Na hribčku.",velik
Filip je imel zase velike načrte. ,velik
"Če sodim po članicah našega društva, ki smo vključene v Zvezo kmetic Slovenije, so nam številna vrata odprta. ",vrata
Princ Harry je namreč leto za letom bolj podoben jahalnemu učitelju.,leto;leto
"leta Bajalico, vsega pa je bila za njegovega življenja objavljenih komaj dobra deseterica pesmi (r. 21. 3. 1958, u. 11. 9. 1979). ",leto
Velik pesnik se »izpraska« v besedo vsega. ,velik
Medicina je v 18. stoletju dobivala vse bolj pomembno mesto pri upravljanju s špitalskim sistemom. ,sistem
"V skladu s to politiko dezinstitucionalizacije je konstituanta leta 1791 odpravila olajšave bolnišnic oz. špitalov, leta 1792 prepovedala verske kongregacije in leta II ukazala prodajo bolnišničnih dobrin.32 V istem času je Barčre opredelil utopijo pomoči brez segregacije: miloščina in špital sta morala iz republikanskega besednjaka; načrt dobrodelnosti, ki so ga izdelali v skupščini tistega leta, dejansko ni omenjal špitalov. ",leto;leto;leto;leto
"Uspeh tržaške izkušnje, vzporedna dogajanja v drugih središčih, močna medijska zastopanost in politični angažma18 so v desetih letih povzročili premike na vsedržavnem in zakonodajnem področju. ",leto
Leta 1978 je namreč italijanski parla-ment izglasoval znameniti Zakon 180. ,leto
"Izpeljali so jo predvsem na severu Italije, v središčih, kjer je bilo gibanje Demokratične psihiatrije aktivno, na jugu pa je bil proces počasnejši in se izteka šele zdaj, po 20 letih. ",leto
Zaprli so bolnišnice in jih nadomestili s skupnostnimi službami. ,zapreti
Vendar pa je bila dezinstitucionalizacija v svojem času in prostoru vsekakor veliko dejanje. ,velik
"Z njo totalna ustanova ne le loči svoje varovance od širše skupnosti, jih zapre in omogoči nadzor nad njimi, temveč tudi ustvari dialektiko med »zunaj« in »znotraj«. ",zapreti
"Uporabnikova aktivna vloga v novem diagramu je ključnega pomena tudi v drugih vidikih delovanja stroja, a ne kot prevzemanje krivde, temveč kot vnašanje njegove izkušnje v vsakdanjo izkušnjo drugih ljudi. ",aktiven
"Kolektivnost izkušnje totalne ustanove je tudi – vsaj deloma – etično pozitivna lastnost, večje nevarnosti sedanjega trenutka so individualizacija, privatizacija in atomizacija. ",velik
Zgodovina . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . ,zgodovina
"23 V razvoju totalne ustanove bomo namreč spremljali ravno premik domačnosti in civilnosti ven iz totalnega zajetja dvora v sfere gospodinjstev in javnosti in hkrati premik nenavadnosti in tujosti v totalno ustanovo in njen premik na družbeni rob, ki zaznamuje tisto, kar je zunaj »družbe«, tuje, nenavadno itn. ",tuj
"V Veliki Britaniji je to skoraj neizbežno pomenilo potovanje z ladjo, zelo verjetno v eksotične kolonije; nekakšna moderna ladja norcev in mondeno izobčenje (Scull, op. cit.).",velik
Z boki meša in ne zapre oči.,zapreti
"""Točenje in prodaja alkoholnih pijač mladoletnim nista z nobenim zakonskim predpisom absolutno prepovedana, obstaja le prepoved opijanjanja mladine, mlajše od 16 let, iz daljnega leta 1985, ki jo le malokdo pozna, še manj ljudi pa se je drži,"" je dejal Anton Perčič, svetovalec vlade na Zdravstvenem inšpektoratu Republike Slovenije. ",leto;leto
"»Sam se je ujel!« je vesel, ko je počasi, a vseeno rahlo živčno (pred to ribičijo je njegov najtežji krap tehtal 5 kg) utrujal veliko mrcino. ",velik
"Na obeh straneh ročaja je odebeljen zaključek in je prvenstveno namenjen drži palcem s palcem navzgor, omogoča dober oprijem, uporablja pa se zlasti na palicah, namenjenih lovu velikih rib. ",velik
"Če ne bi več, potem je povsem razumljivo, kako bi v novem življenju sejal še večje zlo. ",velik
"»Leta, leta naokrog.«",leto;leto
"Nekaj podobnega je, ko začneš po malem piti, potem pa čez nekaj let ugotovijo, da si alkoholik.",leto
"Kakšne kritike sem požel, ko sem jih nagovarjal, in to nekakšne profesionalce, da naj igrajo kot amaterji, če hočejo kaj narediti iz mojega besedila. ",igrati
"Užalil sem jih, in nič ni zaleglo in nič me ni potolažilo, ko so mi pojasnjevali, da si prav amaterji želijo biti največji umetniki. ",velik
"Poskušal sem odkleniti vrata, toda zaklenjena so bila od znotraj.",vrata
"Če omenim spet svoja leta, potem bo že nekaj na tem. ",leto
"Neverjetna panika in ko sem že hotel odpreti vrata, česar sicer ne počnem, saj se zelo nerad vtikam v odnose drugih, podobno pričakujem tudi do sebe, torej, ko sem kljub temu hotel lastnoročno odpreti vrata in se pozanimati, kakšen hudič se dogaja pri enem od sosedov, je po vratih kar udarilo. ",vrata;vrata;vrata
"Nič zvonca in podobnih vljudnosti, ampak direkten udarec, da bi skoraj vrata padla iz okvirov.",vrata
"Ampak da bi bil tako prestrašen zaradi tega, ker bi se bal, kako bo soproga njega ubila.",ubiti
"Tako oster je bil menda, kot britvica.",oster
"Potem pa bom podobno kot Brigita Bukovec, nič proti njej seveda, v reklamah na začetku šolskega leta spremljal učence čez cesto. ",leto
Dogajal se je mnogo let nazaj. ,leto
"Priznam, da sem hodil v omenjeno knjigarno izključno zaradi tega in obvezno okrog prvega, da sem lahko prelistal računalniško revijo, ki je bila pred davnimi leti edina, torej ni čudno, da se ta trenutek ne morem spomniti niti njenega imena. ",leto
Konec leta.,leto
"“EP v Rotterdamu je ena prvih večjih tekem po OI, kjer bomo lahko videli pripravljenost naših tekmovalk. ",velik
Od moške četverice je nastop na največjih tekmovanjih doslej namreč okusil le Sašo Jereb. ,velik
"Odbojkarji združene ekipe slovenskih klubov so skoraj vso sezono igrali brez izkušenega Alese Ferija, ki si je na začetku sezone poškodoval koleno. ",igrati
"Štiriindvajsetletni igralec sredine igrišča je doslej igral za Slovan Liberec, prestop pa naj bi bil vreden milijon evrov.",igrati
"Igralo se bo na nož, in tako bo v vsakem primeru, kdorkoli bo nasprotnik.",igrati
Prvo ekipno SP po novem sistemu prineslo predvsem večjo izenačenost,sistem;velik
"Pogodbo, s katero je legendarni ameriški igralec bejzbola Babe Ruth leta 1919 prestopil iz moštva Boston Red Sox k New York Yankeesom, so v petek na dražbi v New Yorku prodali za skoraj milijon dolarjev. ",leto
"Ameriški zbiralec športnih rekvizitov Peter Siegel je za pet strani dolgo pogodbo, ki je Ruthu pred 86 leti prinesla 100.000 dolarjev, plačal kar 996.000 dolarjev. ",leto
"Prestop Rutha je v ZDA postal eden največjih mitov v športni zgodovini, vse do lanskega oktobra pa so ameriški ljubitelji športa govorili o ""prekletstvu Bambina"", kot je bil vzdevek enega najboljših igralcev bejzbola vseh časov. ",velik;zgodovina
"Moštvo iz Bostona je namreč potem, ko je lastnik Harry Frazee svojega najboljšega igralca prodal za takrat vrtoglavo vsoto, kar 86 let čakalo na naslov prvaka v ameriški bejzbolski ligi in ga dočakalo šele v prejšnji sezoni. ",leto
Nasprotno pa je ekipa New York Yankees v istem obdobju osvojila 26 naslovov prvaka in postala najuspešnejše moštvo v tem športu. ,osvojiti
"“To ni le najpomembnejši dokument v športni zgodovini, ampak ima pomen tudi za ameriško zgodovino. ",zgodovina;zgodovina
"Dražbena hiša Sotheby je poleg Babeove pogodbe na dražbi prodala tudi zlati teniški žogici Arthurja Ashea, nagrado teniške zveze iz leta 1975, za kateri je iztržila 144.000 dolarjev, bejzbolsko žogico s podpisoma Rutha in njegovega soigralca Louja Gehriga za 42.000 dolarjev in bejzbolsko kartico iz leta 1911 za 132.000 zelencev.",leto;leto
"Velikega Hajduka v prvi štiridesetih minutah sploh ni bilo videti, vse je bilo pod kontrolo rumeno-modrih, ki so narekovali potek dogodkov na igrišču, povedli in nato padli. ",velik
*** seja io *** Včerajšnja seja IO NZS je potekala za zaprtimi vrati.,vrata
Tomasson je v soboto podpisal pogodbo do leta 2009.,leto
Sistem igranja je odvisen od števila prijavljenih ekip.,sistem
Klub je v Azijo odpotoval že v letih 2003 in 2004 in obakrat sezono končal praznih rok. ,leto
"Olimpijski prvak in svetovni rekorder Šebrle je na SP osvojil srebrno kolajno za Američanom Bryanom Clayem, Dvorak, sicer trikratni svetovni prvak, pa je bil tokrat deveti.",osvojiti
"In ravno zaradi Norveške ima jutrišnja tekma največji smisel, ko je zanimivo - ob omenjeni skopi statistiki edinega dosedanjega gostovanja na Otoku - veliko bolj zgovoren izkupiček z vseh dosedanjih tekem z otoškimi državami - v trinajstih tekmah ob gol razliki 29:11 sedem zmag, pet remijev in le en poraz, februarja 1998 na turnirju na Cipru z gostitelji na precej sumljiv način. ",velik
"V drugem polčasu je trener modrih Jose Mourinho v igro poslal igralce, ki so jih nakupili zadnji dve leti (za njih so potrošili 105 milijonov evrov) - Drogba je zamenjal Hernana Crespa, Michael Essien je prvič zaigral v dresu Chelseaja, ko je vstopil namesto Eidurja Gudjohnsena, Shaun Wright-Phillips pa je zaigral namesto Arjena Robbna. ",leto
"Da bi zmanjšala tveganje, sta se Weber in Nuppeney že v osemdesetih letih dogovorila, da bosta skupaj investirala v kariero Michaela Schumacherja, v formuli ena pa je provizijo – kar dvajset odstotkov - od Schumacherjeve plače pobiral in jo še pobira le Weber. ",leto
"Nuppeney zahteva, da za obdobje med letoma 1989 in 1999 dobi enakovredno provizijo od Schumacherjeve plače kot Weber.",leto
"Šele po zaostanku dveh golov so se gostje nekoliko zbrali, vendar le za krajši čas, ko je iz dveh prostih strelov edina omembe vredna strela proti goriškim vratom sprožil Medić, Pirih je bil obakrat zanesljiv. ",vrata
"Clay Regazzoni, dvakratni zmagovalec velike nagrade Italije, je v Monzi leta 1972 na kosilu pred dirko popil že tri kozarce vina. ",velik;leto
"Tu na položaju ""bolnice"" (BK-1, op. V. B.) razpolagam še s precej veliko količino zdravil. ",velik
"S tem se je začelo obdobje nasilja, ki je preplavilo Julijsko krajino in je z Mussolinijevo zmago leta 1922 doživelo kvalitetni skok, kakršnega v tej obliki zahodna Evropa še ni poznala. ",leto
"Dotlej so namreč fašistične škvadre izvajale nasilje na svojo pest ob večji ali manjši potuhi oblasti, odtlej pa je postalo uradna, dolgoročno zastavljena politična linija, ki je lahko računala na vso moč državnega aparata in propagande. ",velik
"S svojim uporom pa so nase vendarle pritegnili pozornost evropskega javne-ga mnenja in nemalo prispevali k temu, da so se že v tridesetih letih zahodni intelektualni in državniški krogi začeli zavedati, kako krivična je Rapallska meja.4",leto
Leta 1968 je bila ustanovljena prva delavnica za varstvo in zapo-slovanje odraslih ljudi s PP pri nas. ,leto
Vsebina dela se od prvotnega za-snutka v nadaljnih letih ni bistveno spremenila. ,leto
Po letu 1984 se proces ustanavljanja delavnic pod posebnimi pogoji pospeši zaradi uvedbe Zakona o družbenem varstvu duševno in telesno prizadetih. ,leto
"Proučiti uporabnost in sposobnost sistema nepo-srednega financiranja socialnih storitev za večanje mož-nosti izbire za ljudi s PP in večanje vpliva uporabnikov socialnih služb na lastno življenje, službe in družbene procese.",sistem
- Najprej bom nadrobneje razčlenil jezikov-ne odnose v njegovem ožjem rojstnem okolju.,jezik
"35 Istrski publicist Tone Peruško je takole označil jezikovni položaj v neki vasi zahodno od Buj v letih 1943-1945 (morda je šlo za Materado; Tomizza je bil takrat star osem do deset let): ""Starejši so med seboj govorili hrvaško, toda sinovi in snahe so jim odgo-varjali v italijanščini; se pravi, da so hrvaščino razumeli, vendar je z vnuki oz. otroki ena in druga generacija govorila samo v ita-lijanščini"" (T. Peruško, op. cit., str. 287). ",leto;leto
"V desetih letih je avtomatična obdelava podat-kov dosegla raven specializacije, (v najslabšem primeru) raven nove discipline s svojimi tehniki - inženirji, matematiki, logiki, s svojimi ustanovami, časopisi in seveda s svojimi kongresi... ",leto
"Dosežek, ki je po avtorjevem mnenju najpomemb-nejši, zadeva odnos med opisnimi deli ali podatki ter korespondenčnimi tabelami, ki so jih izoblikovali zgodovinarji za prevajanje podatkov v numerični jezik oz. kod. ",jezik
"Perforatorji oz. stroji za luknjanje kartic, s pomočjo katerih vnašamo v delovni pomnilnik vse informacije, prevajajo decimalni sistem v binarnega. ",sistem
"Dne 11. julija 1945 je ZVU ukinila ljudska sodišča in vzpostavila Izredno porotno sodišče kot posebno enoto, ki ni bila sestavni del italijanskega sodnega sistema. ",sistem
ZVU je proti stavkajočim in demon-strantom ukrepala in zaprla nekatere vodje.14,zapreti
"Decembra 1946 so zaprli blok na Ospu in je ostal le blok na Škofijah, tako da mnogi zaposleni v coni A zaradi oddaljenosti niso mogli na delo. ",zapreti
"Leta 1931 je Kongres izdal brošuro s kon-kretno problematiko narodnih manjšin, poročilo o jugo-slovanski manjšini sta napisala Vilfan in Besednjak na osnovi gradiva, ki ga je zbiral Lavo Čermelj v Manj-šinskem inštitutu v Ljubljani. ",leto
"V poročilu o Julijski krajini je med drugim rečeno, da če bodo italijanske oblasti privedle do konca akcijo poitalijančevanja priimkov, ""bomo imeli edinstven primer v zgodovini, ko bo celemu ljud-",zgodovina
"V zadnjih treh letih je v tej zbirki izšlo kar 9 publikacij, in sicer:",leto
"Shema 2: Konstrukcija sistema NKD in prepletanje njegovih ""mejnih"" delov (shema: Norina Bogotec, 1995).",sistem
"Potreba po zgodnjem učenju tujega jezika pa ni edino, kar sili slovensko osnovno šolo v prenovo. ",tuj;jezik
"Didaktično načelo: Metoda poučevanja drugega jezika je komunikacijska, zasnovana pa je na episte-moloških osnovah. ",jezik
"Integracija jezikovnih, glas-benih, oblikovalnih in motoričnih dejavnosti pri pouku drugega jezika omogoča komunikacijo s pomočjo vseh izraznih možnosti. ",jezik
"Rezultate pisnega razumevanja italijanskega jezika in bralnih sposobnosti slovenskega jezika smo zbrali, jim določili razpone in dobili lestvico vrednosti. ",jezik;jezik;lestvica
Primerjali smo rezultate nalog iz italijanskega jezika z rezultati nalog v sloven-skem jeziku in s pomočjo t-testa ugotavljali razlike med skupinama v obeh jezikih. ,jezik;jezik;jezik
Želeli smo poznati tudi odvisnost rezultatov v italijanskem jeziku od rezultatov v slovenskem jeziku v obeh skupinah. ,jezik;jezik
S tendenco odvisnosti in s korelacijskim koeficientom smo odvis-nost med jezikoma tudi ugotovili.,jezik
"Naš opis primera in pojavov je pokazal, da je pogostnost stika z drugim jezikom v učnem procesu pomembnejša od trajanja po-samezne enote učenja pri uvajanju jezika v zgodnjo šolsko dobo, da je uzaveščenost jezikovnega sistema materinščine podlaga za uspešno učenje drugega jezika, da je pri zgodnjem učenju drugega jezika vpliv uskla-jenega jezikovnega vzgajanja močnejši od vpliva po-spešenega učenja jezika. ",jezik;jezik;sistem;jezik;jezik;jezik
Gramatični pristop razvija spo-ročanjsko zmožnost otrok ter bolje preprečuje nasta-janje napak zaradi prenosa materinščine na drugi jezik. ,jezik
"Model integriranega poučevanja dru-gega jezika terja usklajeno načrtovanje vsebin tega jezi-ka z materinščino, koordinirano jezikovno vzgajanje v obeh jezikih ter celostno preverjanje učinkov. ",jezik;jezik
"Pavel Diakon (Paulus Diaconus), Zgodovina Langobardov (Historia Langobardorum) Maribor 1988 (poslej zgodovina Langobardov), knj. 2, cap. 26, str. 87/9; F. Kos, Gradivo za zgodovino Slovencev (GZS) I, Ljubljana 1903, str. 74/5.",zgodovina;zgodovina;zgodovina
"Na Zboru odpo-slancev slovenskega naroda v Kočevju 3. 10. 1943, kjer je bilo prisotnih tudi 28 odposlancev iz Slovenskega Pri-morja, so potrdili sklep o priključitvi. ",zbor
"Vse te sklepe je potrdil AVNOJ 29. 11. 1943. leta, kar so velesile, ki so tam imele svoje misije, tudi sprejele na znanje.4",leto
"Slovenščino so torej poučevali le eno leto ali morda dve, pouk hrvaščine, ki so ga imenovali ilirski, hrvaški ali enostavno slovanski jezik, pa se je obdržal vse do navedenega 1916. leta.",leto;jezik;leto
Od dvajsetih let 14. stoletja je bilo piransko solarstvo v opaznem razmahu. ,leto
"V dobro dokumentiranih petnajstih letih od 1325 do 1339 zasledimo na Piranskem omembe 36,5 nedvomno različnih solinskih obratov (laboratores salinarum),9 kar pomeni, da je tu delovalo vsaj 37 solarn (od tega petnajst v Strunjanu, dvajset v Fažanu, poldrugi - kar kaže na ostoj dveh - obrat pa v Sečovljah). ",leto
Drugačen je primer pogodbe iz začetka devetdesetih let 13. stoletja. ,leto
"37 C. de Franceschi, Venezia - Padova 1960, knjiga 9/XLIII, 34 (1332); M. Pahor - J. Šumrada, SAZU, Viri za zgodovino Slovencev 10, Ljubljana 1987, 700.",zgodovina
"Motive, ki so pobudili Ministrstvo za zunanje zadeve R Slovenije k odločitvi, da objavi t.i. Belo knjigo o slo-vensko-italijanskih odnosih, je v Spremni besedi pojas-nil slovenski zunanji minister Zoran Thaler: ""... ker Italija v mednarodni javnosti popačeno prikazuje bistvo odno-sov med Italijo in Slovenijo, in ker ne ločuje med bila-teralnim sporazumevanjem in multilateralnim pogojeva-njem, je Republika Slovenija sklenila z objavo Bele knjige dokumentirano in pravno osvetliti zgodovinske odnose med državama in v tej luči pred očmi tuje in domače javnosti razjasniti tudi ozadje nepotrebnega in neupravičenega dogajanja, ki dandanes meče senco na skupno prihodnost dveh evropskih sosed"". ",tuj
"Da Bela knjiga ni namenjena zgolj zainteresirani slovenski jav-nosti, temveč še toliko bolj objektivnemu seznanjanju mednarodne strokovne javnosti o (ne)opravičenosti italijanskega pogojevanja in izsiljevanja R Slovenije, je razvidno iz odločitve, da so dokumenti objavljeni v izvirniku in prevodu, torej v slovenščini in še v enem izmed diplomatskih jezikov.",jezik
"Poleg tega so nekatera obdobja v zgodovini italijansko-slovenskih odnosov temeljitejše in objektivnejše raziskana kot druga, pa tudi ""belih lis"", ki so največkrat predmet političnega manipuliranja tako na eni kot na drugi strani meje, je kar nekaj. ",zgodovina
"Izdaja obeh del - Bele knjige in Slovenija, Italija: od preziranja do priznanja - naj bi na eni strani pripomogla k objek-tivnejšemu razumevanju zgodovine italijansko-sloven-skih odnosov, na drugi pa omogočila strpnejši, pred-vsem pa enakopraven dialog med sosednjima država-ma.",zgodovina
"Judita Šega v prispevku z naslovom ""Kako imenitno delo je otroke odgojevati"" prinaša kratko biografijo avtorja citata Slavka Flisa, ki ga je izbrala za naslov Slavka Flisa, ter njegova tri razmišljanja o nujnosti per-manentnega izobraževanja učiteljev, o načinih pouče-vanja maternega jezika ter o pomenu in značilnostih domačih nalog.",jezik
"Življenska pot ga je kot otroka vodila na skrajni jug in to otroško in mladostno izkušnjo življenja med Albanci in Makedonci je nosil s seboj tudi v letih, ko se je pozneje ustalil v Sloveniji, kjer je pred drugo vojno začel študirati na tehnični fakulteti. ",leto
"Tudi prva povojna leta je prebil na gradbiščih Jugoslavije kot tehnični uslužbenec železnic, med tem je prišel v stik s srbskim Spomeniškim varstvom in končno našel pot v Ljubljano in v Narodni muzej. ",leto
Eno veliko morsko šilo smo ulovili dne 21. 8. 1996. ,velik
Po navedbah ribičev se posamezni osebki velikega mor-skega šila občasno ulovijo v PPM.,velik
"Na podlagi 250 zbruskov je avtor dobil prek 10.000 podatkov, s katerimi je lahko napravil določene sklepe o vplivu lezik na razvoj jam, v konkretnem primeru Škocjanskih jam.",jama;jama
"Da bi bila dostopna in razumljiva tudi tujim strokovnjakom, je v celoti prevedena v angleški jezik. ",tuj;jezik
"Leta 1993 so na sestanku znanstvenih in socialno-ekonomskih komitejev predstavniki večjega števila dr-žav opozorili na pomanjkanje ustreznih mednarodnih predpisov, ki bi urejali ravnanje s premeščenim mor-skim materialom na območju Sredozemlja. ",leto;velik
MEDNARODNI SIMPOZIJ O ZGODOVINI SPELEOLOGIJE IN KRASOSLOVJA ALCADI '96 (Postojna 21. ,zgodovina
"V prvem, ki je bil posvečen zaščiti podzemne vode v krasu, so bili predstavljeni sistemi in metode varovanja kraških vodonosnikov v različnih državah. ",sistem
Podane so bile značilnosti in posebnosti številnih kraških vodonos-nih sistemov iz različnih delov sveta. ,sistem
Vlada Republike Slovenije in vlada LR Kitajske sta v letu 1995 podpisali sporazum o znanstvenem in tehnološkem sodelovanju. ,leto
Šebela (1991) je preučila površinske geološke strukture in njihov vpliv na oblikovanje jame. ,jama
Matijeva jama je estavela na robu Palškega jezera. ,jama
"Najvišja gladina jezera je na nadmorski višini 556 m, najnižja gladina vode v jami pa na 518 m (Habič, 1968; 49). ",jama
"Ob dežju bruha iz jame nad 6 mł vode v sekundi, ob upadanju vode pa teče vanjo močan vodni tok.",jama
"Okoli leta 1965 so po pripovedovanju očividcev na Ljubljanskem barju stresli nekaj tovornjakov želv, ki so jih bili pripeljali iz južnih krajev tedanje Jugoslavije. ",leto
Erjavec F. (1873): Domače in tuje živali v podobah in besedi. ,tuj
"V zeliščni plasti asociacije Seslerio-Fagetum imajo veliko stalnost in pokrovnost tudi bolj kisloljubne vrste: Calamagrostis arundinacea, Pteridium aquilinum, Luzu-la luzuloides, Gentiana asclepiadea, Thuidium tama-riscinum in Festuca heterophylla. ",velik
Večje razlike so v podnebju. ,velik
"Od mar-ca do maja je število osebkov naraščalo, junija je sledil rahel padec, julija pa je bilo doseženo največje število osebkov (837). ",velik
"Eksperimentalne posode so bile v združbi mehkega dna tuj element in kot take so pomenile ""sekundarno trdo dno"", zato so se nanje naseljevali povsem drugi organizmi. ",tuj
"Živali, ki so priplezale v posode iz okolice, so motile rezultate. ",priplezati
"S slednjim bi preprečili plezanje po posodah oz. naseljevanje odraslih živali z dna, ki bi motile rezultate, v določenih primerih pa bi lahko pomenile plenilca ali tekmeca organizmom, ki bi se naseljevali v eksperimentalne posode iz pelaškega sistema. ",sistem
Akvatični sistemi v Strunjanskem zalivu I. Mar. ,sistem
"S področja speleogeneze so Škocjanske jame pre-učevali marskikateri avtorji (med njimi npr. Gospodarič, 1983; Slabe, 1995 in drugi). ",jama
"Ena obsežnejših raziskav v zadnjem času je bila usmerjena v podrobne mikroskopske raziskave karbonatne kamnine v tistih odsekih geološkega stolpca, ki meji na ""jamo-nosne"" lezike; točneje tiste, v katerih so se oblikovale prve, inicialne podzemeljske vodne poti (Knez, 1996). ",jama
Škocjanske jame. ,jama
"Predlagamo, da se vse aktivnosti v zvezi z reševanjem problematike VISOKEGA ""zamrznejo"" za čas priprav na lokalne volitve 1994 in za sam čas lokalnih volitev 1994.",zamrzniti
"Infrastruktura - od prog, signalnovarnostnih naprav do železniških postaj - je od leta 1999 neposredno v lasti države in ta mora zanjo tudi zagotavljati denar iz proračuna. ",leto
