Stavek,Polisemna lema
"Po naši oceni se še vse prevečkrat ne upošteva, da je nosilec pravice do stikov otrok in da je pri odločanju treba prvenstveno izhajati iz koristi otroka.",nosilec
"Ob navedenem se postavlja kar nekaj vprašanj, ki so lahko iztočnica za današnjo okroglo mizo.",lahko
"Kot primer, s katerim se je ukvarjal varuh, pa žal ni uspel, lahko navedem uresničevanje zakona o starševskem varstvu in družinskih prejemkih, kjer je Ministrstvo za delo, družino in socialne zadeve z okrožnico omejilo možnost izplačila dobroimetja za poplačilo stanovanjskega kredita.",lahko
"- v zvezi s svojim delom, ima varuh pravico do vpogleda v podatke in dokumente iz pristojnosti državnih organov, pri čemer ga obvezujejo predpisi o varovanju tajnosti podatkov;",imeti
O tem govori druga alinea 23.člena Evropske socialne listine in prav na tej točki smo v naši državi še zelo šibki. ,točka
"Tudi pri starejših bi se lahko začeli pogovarjati o določitvi zaupne osebe oziroma spremljevalca, takoj ko identificiramo starejšo osebo, ki pri uveljavljanju in zastopanju svojih pravic potrebuje zaupno osebo (spremljevalca). ",lahko
"Morala bi imeti možnost izbrati zagovornika, če pa tega ne bi bila sposobna bi ji lahko zagovornika določili. ",imeti;lahko
"Zagovornike bi lahko zagotavljala socialna služba ali nevladne organizacije, lahko bi zagovorništvo prevzeli tudi zasebniki, seveda ob izpolnjevanju pogojev in natančno določenih kriterijev (kvalifikacije, posebna znanja, delovne izkušnje, itd). ",lahko;lahko
"Zagovorniki pa nikakor ne bi smeli biti iz vrst sorodnikov, niti iz vrst oseb, ki imajo pri katerih bi lahko šlo za navskrižje interesov.",imeti;lahko
"Na podlagi zbranega gradiva se je oblikovala razstava Jara kača nestrpnosti, ki zajema obdobje od osamosvojitve do danes in pokaže, kako so se gostila sovražna dejanja in kakšen učinek so imela na skupine, proti katerim so bila uperjena. ",imeti
"Razstava je bila in še bo predstavljena po različnih krajih v Sloveniji, kjer je le mogoče pa razstavo spremlja tudi okrogla miza o pojavnih oblikah nestrpnosti in preseganju le-teh, ki je namenjena ozaveščanju širše javnosti. ",oblika
"Prikazovanju oblik nestrpnosti in diskriminacije mora logično slediti pozivanje, ozaveščanje širše javnosti o tem zakaj je strpnost dobra, koristna in temelj za družbeno sobivanje in medkulturno harmonijo. ",oblika
"Varuh je v ta namen oblikoval projekt promocije strpnosti, s pomočjo vizualnih komunikacij, ki lahko zaradi preproste izrazne oblike in različnih možnosti distribucije doseže največji del širše javnosti. ",lahko;oblika
"Študenti imajo že dobro izdelano teoretsko znanje obenem pa premalo praktičnih izkušenj, zato so jim tovrstni projekti lahko v veliko pomoč pri aplikaciji teoretskih osnov, ki so jih pridobili v času študija, prav tako pa jim predstavljajo neposreden stik s svetom dela. ",imeti;lahko
"Za dosego čim boljše sporočilnosti socialnih oglasov za promocijo strpnosti je v prvi fazi potrebno definirati različne oblike diskriminacije in nestrpnosti, razpoznati najbolj manifestativne oblike, ki se pojavljajo v Sloveniji ter definirati vzroke za njihov nastanek. ",oblika;oblika
"Za učinkovito realizacijo je tako potrebno združiti vsaj dve disciplini, ki bi vsaka s svojim znanjem lahko prispevala k realizaciji interdisciplinarnega projekta promocije strpnosti s pomočjo vizualnih komunikacij. ",lahko
"Namen projekta je z aktivno udeležbo izobraževati študentsko populacijo o različnih oblikah diskriminacije in nestrpnosti in načinih za njihovo preprečevanje, nasploh vzpodbujanje fakultet k medsebojnemu sodelovanju in aktivnemu vključevanju v procese zmanjševanja nestrpnih praks ter ozaveščanje širše javnosti o prednostih strpne družbe.",oblika
"Na drugi strani pa je predstavnik Afriškega centra Inacio Bintchende, ki je bil tudi sam žrtev fizičnega nasilja, meni, da je diskriminacija v Sloveniji sistemsko uveljavljena. ",sam
"A občutek imam, vsaj dogajanja v zadnjih letih me poskušajo v to prepričati, kot da se bojimo, da smo nekaj zamudili. ",imeti
"Še bolj kot sami izpadi nestrpnega govora nekaterih posameznikov – želim verjeti, da je tako: da so nestrpni le posamezniki -, pa je nevarna naša brezbrižnost do teh pojavov. ",sam
"Že to, da se lahko v najvišjem zakonodajnem organu cele skupine ljudi imenuje za izmečke ali da se jim groziÂ z orožjem je izjemno nevarno. ",lahko
"Nad 5000 kaznivih dejanj, povezanih z družinskih nasiljem, lahko pomeni 5000 otrok v družinah, kjer nasilje dosega takšne razsežnosti, da to izve policija. ",lahko
"Vemo, kako zelo so lahko starejšiÂ koristni in potrebni mlajši generaciji in to ne samo zaradi varstva vnukov. ",lahko
Še kako aktivno lahko sodelujejo pri oblikovanju družbene realnosti in nam vsem ponudijo v razmislek spoznanja in vedenja iz svojih bogatih življenjskih izkušenj.,lahko
"Glede na to, da bi moral otrok v vseh postopkih, v katerih je udeležen, še zlasti pa v tistih, ko ga starši ne znajo ali ne zmorejo zastopati, imeti osebo, ki ga zastopa, smo naÂ nujnost funkcije zastopanja otroka že večkrat opozorili. ",imeti
"Centri za socialno delo ne bodo več odločali o stikih, ampak imajo v postopku pred sodiščem vlogo izvedenskega organa.",imeti
"Kljub temu pa lahko z gotovostjo zapišemo, da je teh aktivnostizagotovo premalo.",lahko
"Njihov glavni očitek je, da država ni vzpostavilasistema mreže rednih šol, ki bi poleg osnovnih šol s prilagojenimprogramom sprejemale otroke z lažjimi motnjami v duševnem razvoju, inki bi hkrati omogočale tudi drugim z zmernimi motnjami in (ali) šedodatnimi specifičnimi težavami prehajanje med programi, kot to določazakon.",lahek
"NaMinistrstvu za šolstvo, znanost in šport je bila sredi preteklega letaustanovljena medresorska strokovna skupina , ki naj bi oblikovalanajustreznejšo rešitev za obravnavo mladostnikov s tovrstnimi težavami.Podatkov o tem, kako daleč so priprave strokovne rešitve, nimamo.",imeti
"Položaj otroka je zelo občutljiv barometer, skaterim lahko merimo vplive družbenih in ekonomskih sprememb. ",lahko
"Varuh namreč le lahko nadzira, ne more pa nadomestitipritožbenih poti na področju zdravstvene dejavnosti.",lahko
"Otroknedvomno ima pravico do ljubezni, vendar se zdi kakršnakoli vnaprejšnjarazmejitev in opredelitev nedopusten korak v smeri totalitarizmagrozljivih razsežnosti. ",imeti
"Â Posebna skrb in pozornost do ljudi s posebnimi potrebami ima v zgodovini našega naroda kar dolgo tradicijo, saj sega že v drugo polovico 19. stoletja. ",imeti
"Kljub velikim dosežkom in naprednim spremembam v odnosu do invalidov, pa se, predvsem njim samim, mnogokrat zdi, da se stvari spreminjajo počasi, ""po polžje"". ",sam
"In položaj, če smo ga pripravljeni pogledati z njihovega zornega kota, če smo se pripravljeni vživeti v njihove realne dnevne probleme, ni takšen, da bi bili lahko z njim zadovoljni. ",lahko
"Razlogov za pretirano samohvalo o tem, kaj vse smo storili zanje, namreč nimamo prav veliko. ",imeti
"Po podatkih Združenih narodov je imela bogatejša petina držav leta 1997 74-krat večji dohodek kot revnejša petina, medtem ko je bilo to razmerje pred štiridesetimi leti le 1 proti 30, v začetku stoletja 1 proti 10. ",imeti
"Čeprav se povprečni družbeni proizvod v svetu povečuje, pa ima več kot 80 držav manjši dohodek, kot so ga imele pred desetletjem ali dvema. ",imeti;imeti
"Te razsežnosti neenakosti povzročajo vrsto mednarodnih problemov in trenj, ne nazadnje ji lahko pripišemo tudi dogodke zadnjih let – terorizem in vojno proti terorizmu. ",lahko
"Toda kako naj bi bilo to možno, če ima (po istem viru) 255 najbogatejših ljudi v svetu premoženje, ki presega 1000 milijard dolarjev, kar je enako letnemu dohodku skoraj polovice sveta? ",imeti
"Za osebe z motnjami hranjenja je značilno, da so pogosto nekritične do svojega bolezenskega stanja in zdravljenje sploh odklanjajo ali pa pri njem ne sodelujejo, kar lahko vpliva na učinkovitost in uspeh zdravljenja.",lahko
"In po drugi strani lahko k večji varnosti naših pravic pripomoremo s stalnim nadzorom dela državnih in drugih institucij, ki morajo delati v dobro ljudi. ",lahko
Umrli bolnik svojih pravic (tudi v primeru nestrokovnega zdravljenja) sam pač ne more uveljavljati. ,sam
"In še beseda, dve o načrtih. ",beseda
"Pri opravljanju svojih nalog ima CPT pravico do uporabe zakonskihstandardov, ki so vključeni ne le v Evropsko konvencijo o človekovihpravicah, temveč tudi v številne druge relevantne instrumentečlovekovih pravic (in razlaga le-teh s strani organov, zadolženih začlovekove pravice). ",imeti
"Hkrati pa ni vezana na zakonske primere pravnih alikvazipravnih teles, ki delujejo na istem področju, temveč ga lahkouporablja kot izhodiščno točko ali referenco pri ugotavljanju ravnanjaz osebami, ki jim je bila odvzeta svoboda, po posameznih državah.",točka
"Ta pravila lahko služijo kot praktičnipripomoček pri preverjanju ustreznosti predpisov, postopkov, razmer inravnanj.",lahko
"Zdravstveno stanje se s časom lahko spreminja, zato prenehajo razlogiza pridržanje. ",lahko
"Če ni drugega, lahko tudi ombudsmanprizadetemu svetuje ali pomaga uporabiti ta sredstva.",lahko
"Vojaki se lahko v nekaterih državah obrnejo naspecializiranega ombudsmana, pristojnega za oborožene sile. ",lahko
"Kaj lahko storimo, oziroma v katero smer lahko, ob omenjenih številnih problemih, iščemo rešitev? ",lahko;lahko
"Takšnega programa v integralni in pisni obliki, žal, še nisem videl. ",oblika
"Najbrž bi bilo prav, da tudi do tega pride, da bi se potem vsi tisti, ki lahko vsak na svoj način prispevajo k izboljšanju stanja, zavedali svojih nalog. ",lahko
"Organizatorji so v vabilu na 2. slovensko konferenco o odnosih z javnostmi zapisali, da bo potekala v trenutku, ko je za nami že dovolj časa, da se lahko ozremo po prehojeni poti v zadnjem letu, pred nami pa ga je tudi še dovolj, da lahko popravimo zamujeno… ",lahko;lahko
"Podobno lahko na nek način rečemo tudi za za mlado državo Slovenijo, ki se lahko upravičeno in s ponosom ozre na doslej prehojeno pot, po drugi strani pa bo morala na različnih področjih še marsikaj postoriti. ",lahko;lahko
"Zato sem vesel, da vam lahko kot varuh človekovih pravic predstavim svoje ugotovitve o ravni spoštovanja človekovih pravic v naši državi in pogled na pravico do obveščenosti, kot eno temeljnih človekovih pravic.",lahko
"Po končani preiskavi se namreč tričlanski senat komisije lahko odloči, da bo predlagal pristojnemu sodišču (Crown Court ali Court of Appeal) ponovno v obravnavo zadeve. ",lahko
"Za prikaz obeh modelov, poravnalnega načina reševanja delovnih in stanovanjskih sporov ter komisije za revizijo kazenskih postopkov, sem se odločil, čeprav nisem strokovnjak za omenjeni področji, ker menim, da bi se na podlagi teh izkušenj lahko marsikaj naučili tudi pri nas.",lahko
"Glede pragmatičnosti pa naj kot primer navedem, da je našemu kontinentalnemu razumevanju prava težko dojeti, da je bil stanovanjski ombudsman (Independent Housing Ombudsman) najprej ustanovljen, predpis, ki mu daje podlago za delo, pa je bil sprejet šele čez nekaj let. ",dajati
"Med člani združenja ombudsmanov so nekateri ustanovljeni z zakonom, nosilce funkcije pa imenuje kraljica (parlamentarni ombudsman, zdravstveni ombudsman in lokalni ombudsmani za Anglijo, Wales in Škotsko).",nosilec;kraljica
"Že samo dejstvo, da nekdo nadzoruje te organe ima pomemben vpliv na korektnost njihovega dela. ",imeti
Ombudsman lahko prispeva k uveljavljanju načela da je država zaradi državljanov in ne obratno. ,lahko
Hkrati pa lahko odigra pomembno vlogo pri preprečevanju korupcije v teh organih.,lahko
"Ombudsman lahko pomembnovpliva na odvijanje preobrazbe na vseh treh ključnih področjih: priprilagajanju zakonodaje, struktur in institucij ter pri spreminjanjuprakse državnih organov.",lahko
"Pooblaščeni položaj organov iz 23. člena ZUstS ima praktičen pomen predvsem v tem, da pri teh organih ustavno sodišče posebej ne preverja utemeljenosti predloga, kot to velja za pobudnike. ",imeti
"Pobudo lahko zavrne, če je očitno neutemeljena ali če od odločitve ni pričakovati rešitve pomembnega pravnega vprašanja. ",lahko
"Zakon o varuhu človekovih pravic (ZvarCP) daje varuhu pooblastilo, da začne postopek tudi na lastno pobudo (tega pooblastila nimajo vsi ombudsmani v svetu) in mu daje možnost obravnavanja širših vprašanj, ki so pomembna za varstvo človekovih pravic in temeljnih svoboščin ter za pravno varnost državljanov v Republiki Sloveniji (9. člen ZvarCP).",dajati;imeti;dajati
"Večina jih je v Sloveniji tudi ostala, saj z matičnim območjem niso imeli nobenega stika več. ",imeti
"Predvsem je šlo za nevednost, neizpolnjevanje pogojev (npr. niso imeli prijavljenega stalnega prebivališča), obstoječe premoženje v drugih bivših republikah, nemožnost zadosti hitre pridobitve zahtevanih dokumentov. ",imeti
Veliko število jih je zaradi neurejenega statusa izgubilo zaposlitev. ,izgubiti
"Tujec se lahko zaposli na podlagi veljavnega delovnega dovoljenja (pogoje določa Zakon o zaposlovanju tujcev - Uradni list RS, št. 33/92) delovne vize in pogodbe o zaposlitvi. ",lahko
"Čeprav nekateri naši kolegi v zahodnoevropskih državah v šalipravijo, da ima pritožbena industrija pri njih največjo stopnjo rasti,utegne biti tovrstna stopnja v državah, o katerih govorim še večja.",imeti
"Po obhodu zapora pa smo imeli priložnost, da smo se brez prisotnosti vodstva zapora srečali z izvoljenim predstavnikom obsojencev. ",imeti
Poslovanje s spisi se vodi dvojno in sicer računalniško ter na klasičen način - v papirnati obliki.,oblika
Varuh pa vendarle ni povsem brez pooblastil na področju samega sojenja. ,sam
"Tako lahko po 24. členu ZVČP obravnava zadevo, ki je v sodnem (pa tudi v katerem koli drugem pravdnem postopku), če gre za očitno zlorabo oblasti. ",lahko
Intervenira lahko tudi zaradi zavlačevanja postopka oziroma zaradi počasnega odločanja.,lahko
"Oblast pa ima, sledeč 3. členu ustave, v Sloveniji ljudstvo. ",imeti
"Med skupine, ki imajo omejeno osebno svobodo in so zato še bolj ranljive za kršenje človekovih pravic, uvrščamo",imeti
"Prostor ima naravno zračenje, dnevna svetloba je bila komaj zadovoljiva. ",imeti
"Tekoča voda in splakovanje WC počepnika v njem pridržani osebi nista zagotovljena, zato mora tako za pitno vodo kot za splakovanje, poklicati dežurnega policista in ta ji oboje (lahko) zagotovi iz hodnika pred prostorom za pridržanje. ",lahko
"Posebnega prostora z garderobnimi omarami za vse zaposlene policiste na PP ne morejo zagotoviti, lahko pa se ti preoblečejo v posebnem prostoru. ",lahko
"MNZ se ni posebej opredelilo do našega predloga, da se preuči možnosti ureditve primernega prostora, v katerem bi imeli ustrezne garderobe vsi policisti.",imeti
"Glede na to, da JGZ zagotavlja delo le omejenemu številu zaprtih in ne zagotavlja dela določenim kategorijam zaprtih (starejši, bolni, odvisniki, priporniki...), bodo v Zavodu te osebe usmerili v razne oblike delovne terapije. ",oblika
Dvakrat na teden imajo možnost do desetminutnega telefoniranja in tuširanja. ,imeti
Tudi ob tokratnem obisku v Zavodu ni bilo organiziranih rednih internih oblik izobraževanja. ,oblika
"Zavod sicer išče možnosti, da bi se več obsojencev lahko izobraževalo, kar smo pozdravili. ",lahko
"Urad si obeta, da bo Zavod ob popolni kadrovski zasedbi delavcev za vzgojo organiziral tudi redne interne oblike izobraževanja.",oblika
"V pritožbenem postopku je bilo ugotovljeno, da bi moral policist ravnati v skladu s Pravilnikom o policijskih pooblastilih, ki v 46. in 47. členu narekuje, da ima pridržana oseba ves čas odvzema prostosti pravico do zagovornika. ",imeti
Policijska postaja Ravne na Koroškem,postaja
"PP ima dva prostora za krajša pridržanja (do 12 ur), ki se nahajata v kleti PP. Oba sta namenjena pridržanju ene osebe. ",imeti;ura
"Prostora imata govorno napravo, ki je povezana s sobo dežurnega policista in sta video nadzorovana, kar je bilo tudi ustrezno označeno (z nalepkama). ",imeti
"Opozorili smo, da je to v nasprotju že s točko 1.9 Navodila za gradnjo, adaptacijo in opremo prostorov za pridržanje ter predlagali, da se zagotovi potrebno zasebnost pridržanih oseb. ",točka
"V osnovnošolsko izobraževanje je bilo vključenih pet zaprtih oseb, za eno osebo pa so bile predvidene individualne ure, ker je že imela opravljenih sedem razredov. ",ura;imeti
"V času za rekreacijo lahko zaprte osebe igrajo namizni tenis, dvakrat tedensko pa lahko vsak, ki si to želi, uporablja malo športno dvorano. ",lahko;lahko
"Teh navedb Urad ni ocenil za utemeljene, ker naj bi podatki kazali, da se velika večina pripornikov udeležuje športnih aktivnosti, posamezniki pa naj bi rekreacijo odklanjali zato, ker med 7.30 in 09.00 uro rajši spijo. ",ura
"Negodovanje obsojencev nad slabo kvaliteto Urad pripisuje predvsem lažnim predstavam o vsemogočnosti čistil iz različnih reklam, zaradi česar se pri nepoučenih oblikuje predstava, da se čiščenje opravi z nič dela, dejansko pa je lahko učinkovito le aktivno čiščenje, kar pa naj bi bilo nekaterim zaprtim osebam težko dopovedati. ",lahko
Ker evidenc niso imeli več pri sebi vodje oddelkov ni bilo moč preveriti ali je bil realiziran predlog iz našega predhodnega obiska za vzpostavitev te evidence. ,imeti
"Območje zaprtega oddelka je imelo v času obiska dovolj površin, namenjenih gibanju na prostem. ",imeti
"Obsojenci sicer za rekreacijo lahko uporabljajo tudi fitnes sobe, ki pa so bile zelo skromno opremljene.",lahko
"Plavica, anzelj, anzeljček, glavinec, kneginja, modrica, modri glavinec, modriš, plaveš, smiljka, žitnik, lat. Centaurea cyanus L., ima vrsto, tudi ljubkovalnih imen, ki kažejo, da to rastlino povsod dobro poznajo, še celo več: kar priljubila se jim je.",imeti
"- Dolgoletnemu predsedniku uprave Revoza sta bili že od samega začetka Jugoslavija in Slovenija všeč, vendar pa je znal kaj tudi odločno kritizirati, zlasti s poslovnega področja. ",sam
"Na pot gremo iz Ljubljane 17. junija ob 9. uri, vrnili se bomo okrog 19. ure na zborno mesto pred Dnevnikom. ",ura;ura
"- Gospod sprevodnik, ali je vlak že odpeljal s postaje?",postaja
"Kar se tiče stroškov za umetno oploditev, rajši dajte za tiste otroke, ki so sicer zaželeni, vendar se zaradi stiske para, naj bo stanovanjska ali denarna, ženska odloči za splav, ker ve, da njen otrok ne bi imel prihodnosti, kajti takšne ženske imajo po večini nižjo izobrazbo ali pa so delavke z malo dohodkov. ",imeti;imeti
Še kako prav je imel...,imeti
"Ker sva imela torej neomejeno časa za odkrivanje Potosija, sva se odpravila tudi pod zemljo - v rudnike srebra, zaradi katerih je bil svoje čase Potosi precej bogato mesto. ",imeti
"Svoj čas je tu umrlo toliko delavcev, da bi z njihovimi kostmi lahko naredili most do Španije. ",lahko
"Tej državi pa je bilo pomembno samo to, da si je nagrabila toliko srebra, da bi z njim lahko sezidala prav tak most.",lahko
"A kaj, ko pa se vsakdo danes v šoli nauči tudi toliko kakega tujega jezika, največkrat angleščine, da se potem lahko spakuje v snobovskem mešanem izražanju. ",lahko
"V zadnjem času je v javnih občilih in v poimenovanju raznih tehničnih sredstev toliko nekritično prevzetih tujih besed, da človeka kar ušesa bolijo, ko to posluša ali bere. ",beseda
"Z negativnim razvojem odnosov v delovnih kolektivih se spet srečujemo z novo tujo besedo mobbing, ki pomeni trpinčenje posameznikov v kolektivu.",beseda
"Njena igra je preprosto hipnotična, zaradi česar tudi strožji gledalec, ki zazna številne pomanjkljivosti v scenariju, lahko te spregleda. ",lahko
"Gašper Okorn, trener Uniona Olimpije: »Ne glede na niz porazov Splita smo želeli igrati resno in brez večjih pretresov osvojiti točki. ",točka
"To nam je uspelo, zato smo lahko zadovoljni.«",lahko
"Njegov obisk je prvo znamenje, da bi Pjongjang lahko privolil v obnovo članstva v tem organu OZN in vrnitev v okvire sporazuma o neširjenju jedrske oborožitve, iz katerega se je država umaknila leta 2003, nekaj mesecev potem ko je na božični večer izgnala jedrske inšpektorje.",lahko
"Komentatorji opažajo, da se je prvič največ vpliva zbralo v krogu ene same družine in njej najbližjih ljudi. ",sam
"Dr. Rossi je prepričan, da bo obdukcija pokazala, da je imel prav.",imeti
"Neka Indonezijka je imela hude bolečine v želodcu, zato so jo prepeljali v bolnišnico. ",imeti
"Druga svetovna vojna je sicer pomenila za mnoge konec sveta, prelom s celotno predvojno mednarodnopravno ureditvijo pa ni bil tako sam po sebi razumljiv. ",sam
"Od Atlantske listine avgusta leta 1941 prek Deklaracije Združenih narodov 1. januarja leta 1942 in Londonske deklaracije 13. januarja istega leta, v kateri so predstavniki zavezniških držav sprejeli odločitev o kaznovanju hitlerjancev in njihovih sodelavcev za zločine na okupiranih ozemljih, do omenjenih dokumentov se to kaže kot rdeča nit prizadevanj za vzpostavitev nove mednarodne organizacije za vzpostavitev in ohranitev miru in varnosti ter za kaznovanje držav, ki so z grobo agresijo potisnile svet v največjo svetovno morijo. ",grob
- Imate pa res srečo. ,imeti
- Zakaj pa imaš potem mokro glavo?,imeti
"Odgovor: Vaši sorodniki bodo morali legalizirati gradnjo svojega stanovanja, t. j. dvig enonadstropne hiše (tako je vpisana v zemljiško knjigo) za eno nadstropje, kjer je stanovanje, ki so ga oziroma ki ga bodo podarili sinu, da se bo ta lahko vpisal kot zemljiškoknjižni lastnik. ",lahko
"Odgovor: Po Zakonu o pokojninskem in invalidskem zavarovanju se vam lahko v pokojninsko dobo všteje tudi čas odsotnosti zaradi nege in varstva otroka, če so bili plačani prispevki, oziroma če v tem času niste bili zavarovani, je za ta čas mogoč dokup zavarovalne dobe. ",lahko
"Odgovor: Navedli ste premalo podatkov, da bi lahko odgovorili na vaše vprašanje. ",lahko
"Če ste bili kot kmečka zavarovanka zavarovani za širši obseg pravic, bi ob izpolnjevanju tudi drugih pogojev, predvsem premoženjskega stanja, lahko pridobili pravico do varstvenega dodatka. ",lahko
Predstavitev in distribucijo vašega albuma so že od samega začetka spremljale težave. ,sam
"Sedaj ima tam že od leta 1997 majhno hišo z vrtom, v svoji ordinaciji pa skrbi za ljudi z roba družbe. ",imeti
Ob osmih odprejo vrata zdravstvene postaje. ,postaja
"Na Obersalzbergu je Hitler ""razvajal plavolase otroke z jagodami in smetano in samega sebe prikazoval kot ljubitelja enostavnih radosti.""",sam
"Mir, o katerem bomo prepevali, je tisti mir, ki je v nas samih in ki je pravzaprav pogoj za mir med nami. ",sam
"Tudi malo časa imam, da ga berem. ",imeti
"Madasa se kar spove: ""Orgazem je nekaj najlepšega, kar se lahko zgodi ženski, ki ljubi in je ljubljena, nekaj, česar se ne da povedati in razložiti, ampak je treba doživeti. ",lahko
"Skrbi me tudi za hčerko, ki je stara 40 let, in ima enake težave kot jaz.",imeti
"Koliko drobnih ročic bi se stegnilo proti nam in nemo ali še z besedami zaprosilo: ""Teta, vzemi me!""",beseda
"Ima botra, ki ga pride kdaj obiskat in mu daje žepnino, za rojstni dan mu je prinesel wolkman. ",imeti;dajati
"Enako stara sošolka Katarina Lukek iz Brežic je visoka 160 cintimetrov, vitke postave in ima daljše rdeče lase. ",imeti
"Oblečena je bila v kavbojke, olivnozeleno bundo, obute pa je imela gležnarje. ",imeti
"Ko je vodja ilegalcev, (igral ga je Pavle Vujisić), možakar, ki si ga ni težko predstavljati tudi kot šefa kake gradbene firme, zagledal, da na kontrolni postaji ne stojijo naivni nemški vojaki, temveč srbski žandarji, je vzkliknil: ""Sranje, naši. ",postaja
"»Poroči se z mano!« je odločno rekla Vedeževalka, ko je lahko sédel na rob postelje.",lahko
"»Naredili bomo tako, da bo čim prej opravljeno, nimam več živcev in časa za take in podobne miškulance! ",imeti
"Nekaj ur pozneje sta ob klavirskih tipkah Barryja Manilowa padla v ekstazo in že skoraj ustvarila malega Ignaca ml., kar se je Zinki sicer redko dogajalo, saj je navkljub različnim početjem ponavadi ostala zelo preračunljiva in prisebna. ",ura
"»O, pa ima!« je odgovorila trata. ",imeti
"»Spet eden tistih, ki ste imeli metakemiologijo cvek, kaj?«",imeti
"Tip je imel rdečo obleko, iz čela pa so mu molele vilice.",imeti
"»Če me zdajle spustiš, padeš skozi streho natanko na posteljo sobe 455 v hotelu Medeja, ki ima dve zvezdici in pol in ga upravlja moj prijatelj Antični Škot. ",imeti
»Imate kako prtljago?«,imeti
"»Ja, tudi svojim potnikom sem ponavadi rekel, da je opera samo tri postaje daleč!« se je posmehnil Domen Fras. ",postaja
"»Ob kavi lahko preberete zbrana dela največjega pisatelja, ki je kdaj koli živel tod. ",lahko
"Od takrat sem sam, veste, samo občasno se dobim s katero svojih prejšnjih treh žensk. ",sam
»Zanimivo družabno življenje imate!« je zamrmral Domen Fras.,imeti
"Mož, ki je pel in žel, se je obrnil še k starčku.",peti
"»A sem mogoče videt kot tip, ki si iz dobre volje zabada jedilni pribor v telo?« je zagodrnjal Mož, ki je pel in žel. »Poleg tega drži ljudi na distanci!«",peti
"»Tudi tako lahko imenuješ odvajanje, ja!« je rekel Mož, ki je pel in žel. ",lahko;peti
"»Ne, ne!« je vzkliknil Mož, ki je pel in žel. ",peti
"»Poslušaj,« je rekel Mož, ki je pel in žel, »nama jo vsaj pokažeš?«",peti
"»Saj res, Semi!« je spregovoril Mož, ki je pel in žel. ",peti
"»A BI JIH RAD FASAL?« je zdaj zarjovel Semi in to tako, da je Domna Frasa in Moža, ki je pel in žel, odneslo po rumeni opečnati cesti za 43,5 stopinje nakopic.",peti
"»Jep!« je odgovoril Mož, ki je pel in žel, ko je začutil prijem Domna Frasa.",peti
"»Mrcina, spravi se spod nog!« je zaukazal Mož, ki je pel in žel. ",peti
»In tisto njegovo soldatesko dobil na samem!« je prikimal Heri. ,sam
"Ko bosta imela prvih šestinosemdeset potomcev, bomo pa zakurili tiralični kres!«",imeti
"»Zadnje čase se toliko dogaja, da je težko ne imet idej!« je rekel Domen Fras. ",imeti
Starejši zdravnik je povzel besedo. ,beseda
"»Gospoda Frasa, tegale tu na postelji, bomo zdaj kar najlepše prosili, da nam pove vse, kar ima povedati. ",imeti
"Povezovanje predmetov in disciplin pa si seveda ne zamišljamo kot seštevek posameznih predmetnih vsebin, temveč so predlagane teme oblikovane v obliki interdisciplinarnega problema. ",oblika
"Domala vsi ravnatelji skupino učiteljev v poskusu oz. projektno skupino na šoli spodbujajo (96,3 %, 145 točk), usmerjajo (88,9 %, 142 točk) in ocenjujejo oz. evalvirajo (85,2 %, 104 točke). ",točka;točka;točka
"Še niže so razvrščene vodilne vloge v timu, to so vloga nosilca (40,7 %) in izvajalca (29,6 %), kar je teže razumljivo, saj naj bi bili ravnatelji šol v pogojih večje avtonomije »glave sprememb« in ne le »roke«, kot je to značilno za centralizirane šolske sisteme. ",nosilec
"Torej lahko trdimo, da učitelj: ",lahko
"Zahteva obrambno zaključevanje, posameznik svojih miselnih procesov ne razkriva drugim, saj bi tako izgubil kontrolo. ",izgubiti
"Učitelj (vzgojitelj, roditelj) s temi temeljnimi predpostavkami je naravnan k direktivnemu ravnanju v odnosu z učenci, k pretiranemu usmerjanju le-teh, k nedopuščanju izbire, k težnji 'imeti vedno prav'. ",imeti
"Učenje razume kot enosmeren proces, v katerem sam znanje prinaša, učenec pa ga sprejema. ",sam
"Šolanje ni organizirano v razrede in poučevanje ni vezano na letnike, pač pa ima finska srednja šola prožni modularni pristop. ",imeti
"Obstajajo trije tipi VWO: »atheneum« (lahko bi rekli naravoslovna smer), »gymnasium« (latinščina in grščina obvezna predmeta; primerljiva s klasično gimnazijo) ter »lyceum« (kombinacija »atheneum« in»gymnasium«).",lahko
"Iz tega pa lahko izhaja vprašanje o njihovi profesionalnosti: V kolikšni meri se čutijo profesionalce, ki lahko avtonomno odločajo? ",lahko;lahko
"Vprašanje je umestno tudi glede na spodaj zapisane komentarje učiteljev, iz katerih lahko razberemo, da se čutijo precej nemočne (morda tudi nezainteresirane?) za izboljšanje oziroma spremembo marsikatere stvari, na katero pa bi sicer (kljub omejitvam in pritiskom) lahko vplivali sami.",lahko;lahko;sam
"Glede na zapisane komentarje lahko sklenemo, da se gimnazijski učitelji zavedajo nujnosti sprememb v splošni gimnaziji, na te spremembe pa lahko po njihovi presoji vplivajo predvsem zunanji dejavniki. ",lahko;lahko
V ta namen predlaga učitelju vzajemno sodelovanje v projektni obliki učenja. ,oblika
Seveda ni smiselno v šolah spodbujati vedno le učenje na temelju lastnega konceptualnega vpogleda; marsikaj si lahko le zapomnimo oz. privzamemo. ,lahko
