lemma	upos	sense_id	definition
kép	NOUN	6070ac2c19cad2110a6edbe8@6070ac2c19cad2110a6edbe8-18	Mindannak szemléleti egysége, ahogyan vmi – rendsz. egy kissé távolról – elénk tárul; az a forma, amelyben vmi számunkra jelentkezik, kül. vmely táj, hely látványa.
kép	NOUN	6070ac2c19cad2110a6edbe8@6070ac2c19cad2110a6edbe8-19	Vminek a jelképe, szimbóluma, amely vmire emlékeztet.
kép	NOUN	6070ac2c19cad2110a6edbe8@6070ac2c19cad2110a6edbe8-20	Az életnek vmely képszerűen egységes jelenete, esetleg szóban v. írásban megfogalmazva, elmondva, a történelemnek, a múltnak vmely kiemelkedő, szemléletes esete.
kép	NOUN	6070ac2c19cad2110a6edbe8@6070ac2c19cad2110a6edbe8-21	Ilyen jelenetnek művészi, irodalmi eszközökkel való ábrázolása.
kép	NOUN	6070ac2c19cad2110a6edbe8@6070ac2c19cad2110a6edbe8-22	Vminek szemléltetés, elképzeltetés, tájékoztatás végett szóban v. írásban elénk állított formája, állapota.
kép	NOUN	6070ac2c19cad2110a6edbe8@6070ac2c19cad2110a6edbe8-23	Az, ami többé-kevésbé pontos fogalmat nyújt vmiről, mintegy tükrözi azt, elénk állítja valóságos ábrázolás nélkül.
kép	NOUN	6070ac2c19cad2110a6edbe8@6070ac2c19cad2110a6edbe8-24	Vmely keletkezőben levő tárgyi v. elvont dolognak, főleg műnek, alkotásnak az a megjelenési formája, amely már megközelíti végleges alakját; forma.
kép	NOUN	6070ac2c19cad2110a6edbe8@6070ac2c19cad2110a6edbe8-25	Vkiről, vmiről alkotott emlékkép, szemlélet v. elképzelés.
kép	NOUN	6070ac2c19cad2110a6edbe8@6070ac2c19cad2110a6edbe8-26	Tünemény, jelenés, látomás.
kép	NOUN	6070ac2c19cad2110a6edbe8@6070ac2c19cad2110a6edbe8-27	Olyan szemléltető stilisztikai alakzat, amelyben vminek egy más, de hozzá vmiben hasonló jelenség formáját, tulajdonságát, működését tulajdonítjuk; átvitel (pl. szárnyas idő, a megáradt folyó bömböl ).
kép	NOUN	6070ac2c19cad2110a6edbe8@6070ac2c19cad2110a6edbe8-28	A drámai cselekménynek egy-egy olyan önálló része, amely a felvonásnál rövidebb, és amely után színváltozás v. időbeli ugrás következik.
kép	NOUN	6070ac2c19cad2110a6edbe8@6070ac2c19cad2110a6edbe8-29	Ennek színpadi előadása.
kép	NOUN	6070ac2c19cad2110a6edbe8@6070ac2c19cad2110a6edbe8-30	Képviselet (1).
kép	NOUN	6070ac2c19cad2110a6edbe8@6070ac2c19cad2110a6edbe8-31	Vkinek személyét képviselő személy; helyettes.
kép	NOUN	6070ac2c19cad2110a6edbe8@6070ac2c19cad2110a6edbe8-32	Vminek a képében | vminek az alakjában.
kép	NOUN	6070ac2c19cad2110a6edbe8@6070ac2c19cad2110a6edbe8-33	(rendsz. csak birtokos személyragos formában) Vmely sportágban az egymással mérkőző felek v. csoportok játékában az erőknek egy bizonyos időpontban egymáshoz való viszonya; a játék állása, helyzete.
kép	NOUN	6070ac2c19cad2110a6edbe8@6070ac2c19cad2110a6edbe8-34	Vonalnak, térbeli alakzatnak, idomnak az ábrázoló mértan módszereivel két v. három egymásra merőleges síkra v. hengerre, kúpra szerkesztett vetülete.
kép	NOUN	6070ac2c19cad2110a6edbe8@6070ac2c19cad2110a6edbe8-35	A betű képe | a betű (5) törzsén levő tulajdonképpeni betű, a betű rajza, vonalainak együttese.
képanyag	NOUN	6070ac2c19cad2110a6edbe9@6070ac2c19cad2110a6edbe9-0	Vmely célra – pl. eladásra, kiállításra, illusztrációként folyóiratba v. könyvbe – összegyűjtött v. vmilyen tekintetben egységet alkotó képek összessége.
képernyő	NOUN	6070ac2c19cad2110a6edbeb@6070ac2c19cad2110a6edbeb-0	A televíziós készülék elülső oldalának legnagyobb részét elfoglaló ernyő (3), amelyen a kép láthatóvá válik.
képernyő	NOUN	6070ac2c19cad2110a6edbeb@6070ac2c19cad2110a6edbeb-1	Tág. ért. fluoreszkáló anyaggal bevont felület, ernyő (3), amelyen egyébként láthatatlan sugarak (pl. röntgensugár, α -sugár stb.) fény alakjában láthatóvá válik.
képes	ADJ	6070ac2c19cad2110a6edbec@6070ac2c19cad2110a6edbec-0	Képeket tartalmazó v. képekből álló, képekkel kísért.
képes	ADJ	6070ac2c19cad2110a6edbec@6070ac2c19cad2110a6edbec-1	Vminek a képes fele | vminek az a fele, része, oldala, amelyiken (a) kép van.
képes	ADJ	6070ac2c19cad2110a6edbec@6070ac2c19cad2110a6edbec-2	Vkinek a képes fele | vkinek az arca.
képes	ADJ	6070ac2c19cad2110a6edbec@6070ac2c19cad2110a6edbec-3	Képekkel (10) élő.
képes	ADJ	6070ac2c19cad2110a6edbec@6070ac2c19cad2110a6edbec-4	Képen (10) alapuló; átvitt, képletes.
képes	ADJ	6070ac2c19cad2110a6edbec@6070ac2c19cad2110a6edbec-5	Képes beszéd | a beszédnek (3) olyan formája, amely (művészi hatás keltésére) hasonlatot, metaforát, szimbólumot v. allegóriát tartalmaz
képes	ADJ	6070ac2c19cad2110a6edbec@6070ac2c19cad2110a6edbec-6	képes helyhatározó | olyan határozó, amelyet a helyhatározó raggal szerkesztünk, de nem eredeti, hanem átvitt értelemben használunk (pl.: felel a)
képes	ADJ	6070ac2c19cad2110a6edbec@6070ac2c19cad2110a6edbec-7	Olyan, akinek, aminek alkalmassága, tehetsége, képessége van vmire.
képes	ADJ	6070ac2c19cad2110a6edbec@6070ac2c19cad2110a6edbec-8	Tud, bír.
képes	ADJ	6070ac2c19cad2110a6edbec@6070ac2c19cad2110a6edbec-9	Erős érzelmi hangsúllyal. Olyan személy, akitől kitelik (4b) vmi; vmilyen érdek, ésszerűség, illem ellenére hajlandó, vállalkozik vmire.
képes	ADJ	6070ac2c19cad2110a6edbec@6070ac2c19cad2110a6edbec-10	Vki, vmi a törvényes kellékeknek, szabályoknak megfelel; jogosult.
képesség	NOUN	6070ac2c19cad2110a6edbef@6070ac2c19cad2110a6edbef-0	A képes [2] (1) melléknévvel kifejezett tulajdonság, készség, lehetőség; vmire, vmely cselekvésre, teljesítményre való alkalmasság, ill. ennek mértéke.
képesség	NOUN	6070ac2c19cad2110a6edbef@6070ac2c19cad2110a6edbef-1	Szelemi tehetség, erő.
képesség	NOUN	6070ac2c19cad2110a6edbef@6070ac2c19cad2110a6edbef-2	Államalkotó, szellemi, szervező képesség; matematikai, színészi, technikai képesség; átbocsátó, befogadó, felvevő, teherbíró képesség; teljesítő képesség | az a tulajdonság, amellyel vki, vmi bizonyos teljesítményt elér(het), ill. az e tulajdonság alapján elért teljesítmény.
képesség	NOUN	6070ac2c19cad2110a6edbef@6070ac2c19cad2110a6edbef-3	Vmire való jogképesség.
képez	VERB	6070ac2c19cad2110a6edbf9@6070ac2c19cad2110a6edbf9-0	Vmely foglalkozási ágban v. ismeretkörben tanítás, gyakorlás által rendszeresen fejleszt, előbbre visz vkit
képez	VERB	6070ac2c19cad2110a6edbf9@6070ac2c19cad2110a6edbf9-1	Kiképez (1)
képez	VERB	6070ac2c19cad2110a6edbf9@6070ac2c19cad2110a6edbf9-2	Alakít, létrehoz, alkot
képez	VERB	6070ac2c19cad2110a6edbf9@6070ac2c19cad2110a6edbf9-3	Képzeletében alakít
képez	VERB	6070ac2c19cad2110a6edbf9@6070ac2c19cad2110a6edbf9-4	Hangot beszélő, hangképző szerveivel létrehoz
képez	VERB	6070ac2c19cad2110a6edbf9@6070ac2c19cad2110a6edbf9-5	Képzővel más szóból új szót alkot (pl. nagy – nagyság, kasza – kaszál)
képez	VERB	6070ac2c19cad2110a6edbf9@6070ac2c19cad2110a6edbf9-6	Vmely nyelvtani alakot létrehoz
képez	VERB	6070ac2c19cad2110a6edbf9@6070ac2c19cad2110a6edbf9-7	Hasonlít vmihez, formáz (3) vmit
képtelen	ADJ	6070ac2c19cad2110a6edc0a@6070ac2c19cad2110a6edc0a-0	Általában olyan személy, ritk. állat, akinek, amelynek nincs meg a testi ereje v. a szellemi képessége arra, hogy vmit megtegyen, akitől nem telik ki vmi, v. akit, amelyet külső ok v. anyagi eszközök hiánya akadályoz vminek a véghezvitelében.
képtelen	ADJ	6070ac2c19cad2110a6edc0a@6070ac2c19cad2110a6edc0a-1	Olyan személy, aki erkölcsi tulajdonságainál fogva nem alkalmas vmire, nem tud vmit véghezvinni.
képtelen	ADJ	6070ac2c19cad2110a6edc0a@6070ac2c19cad2110a6edc0a-2	Olyan személy, aki nem tudja megállni, hogy vmit (meg) ne tegyen.
képtelen	ADJ	6070ac2c19cad2110a6edc0a@6070ac2c19cad2110a6edc0a-3	A rendestől, a megszokottól teljesen elütő, szinte elképzelhetetlen; lehetetlen, hihetetlen, fantasztikus.
képtelen	ADJ	6070ac2c19cad2110a6edc0a@6070ac2c19cad2110a6edc0a-4	Nagyon nagy, óriási, roppant.
képvisel	VERB	6070ac2c19cad2110a6edc11@6070ac2c19cad2110a6edc11-0	Vkit, vmit képvisel | vmely közösség v. meg nem jelenő személy megbízásából annak érdekeit, szempontjait, akaratát vhol kifejezésre juttatja, ill. annak utasítása szerint jár el.
képvisel	VERB	6070ac2c19cad2110a6edc11@6070ac2c19cad2110a6edc11-1	Vkinek az érdekeit képviseli | úgy működik, hogy vkinek az érdekei ne szenvedjenek csorbát.
képvisel	VERB	6070ac2c19cad2110a6edc11@6070ac2c19cad2110a6edc11-2	Vmi képvisel vkit, vmit | vmely tárgy, alkotás, termék hírt ad vhol alkotójáról, a helyről, ahol termett, a csoportról v. fajról, ahonnan való, ahova tartozik.
képvisel	VERB	6070ac2c19cad2110a6edc11@6070ac2c19cad2110a6edc11-3	Vkit képvisel | másvalakinek a nevében kötelezőleg jogi nyilatkozatot tesz.
képvisel	VERB	6070ac2c19cad2110a6edc11@6070ac2c19cad2110a6edc11-4	A vádat képviseli | büntetőperben hivatalos vádlóként működik
képvisel	VERB	6070ac2c19cad2110a6edc11@6070ac2c19cad2110a6edc11-5	a védelmet képviseli | büntetőperben a vádlott védőjeként működik.
képvisel	VERB	6070ac2c19cad2110a6edc11@6070ac2c19cad2110a6edc11-6	Vkit, vmit képvisel | az ország törvényhozó testületében vmely csoport képviselőjeként (II. 1) működik.
képvisel	VERB	6070ac2c19cad2110a6edc11@6070ac2c19cad2110a6edc11-7	Vkit, vmit képvisel | fel van jogosítva, hogy vmely hivatalos fórum előtt vmely személynek v. intézménynek a nevében nyilatkozzék, ill. hogy ennek érdekeit védje.
képvisel	VERB	6070ac2c19cad2110a6edc11@6070ac2c19cad2110a6edc11-8	Vkit, vmit képvisel | mint alkalmazott fel van jogosítva, hogy vmely cég nevében jogérvényes ügyleteket bonyolítson le.
képvisel	VERB	6070ac2c19cad2110a6edc11@6070ac2c19cad2110a6edc11-9	Képvisel vmit | működésével vmely közösség jellegzetességeit, törekvéseit céltudatosan kifejezi, megtestesíti.
képvisel	VERB	6070ac2c19cad2110a6edc11@6070ac2c19cad2110a6edc11-10	Képvisel vkit v. vmit | vmely közösségnek egy v. több tagja megjelenik vhol, s ott e közösség tagjaként szerepel.
képvisel	VERB	6070ac2c19cad2110a6edc11@6070ac2c19cad2110a6edc11-11	Vhogyan képvisel vmit | vmely közösségnek egy v. több tagja magatartásával, szereplésével alkalmat ad arra, hogy mások erről a közösségről vmilyen véleményt alkossanak.
képvisel	VERB	6070ac2c19cad2110a6edc11@6070ac2c19cad2110a6edc11-12	Személy, dolog vmilyen jelleget, minőséget, kort, erőt, értéket működésével, létével kifejez.
képviselet	NOUN	6070ac2c19cad2110a6edc12@6070ac2c19cad2110a6edc12-0	A képvisel (1–3, 5) igével kifejezett cselekvés, ill. állapot.
képviselet	NOUN	6070ac2c19cad2110a6edc12@6070ac2c19cad2110a6edc12-1	Vkinek, vminek a képviseletében | vkit v. vkinek az érdekeit képviselve
képviselet	NOUN	6070ac2c19cad2110a6edc12@6070ac2c19cad2110a6edc12-2	Képviselethez jut | vmely osztály, párt v. más nagyobb közösség megkapja azt a lehetőséget, hogy országgyűlési, parlamenti képviselő(ke)t válasszon.
képviselet	NOUN	6070ac2c19cad2110a6edc12@6070ac2c19cad2110a6edc12-3	Önálló tevékenységre felhatalmazott kereskedelmi kirendeltség.
képviselet	NOUN	6070ac2c19cad2110a6edc12@6070ac2c19cad2110a6edc12-4	Jogügyletnek más nevében és másra irányuló hatállyal való megkötése.
képviselő	ADJ	6070ac2c19cad2110a6edc14@6070ac2c19cad2110a6edc14-0	Olyan személy, csoport, aki, amely képvisel (1–6) vkit, vmit
képviselő	NOUN	6070ac2c19cad2110a6edc15@6070ac2c19cad2110a6edc15-0	Vmely törvényhozó testületnek választott tagja.
képviselő	NOUN	6070ac2c19cad2110a6edc15@6070ac2c19cad2110a6edc15-1	Az a személy, aki meg van hatalmazva, hogy vmely hivatalos fórumon vmely személy, közösség v. szervezet nevében nyilatkozzék, ill. annak érdekeit védje.
képviselő	NOUN	6070ac2c19cad2110a6edc15@6070ac2c19cad2110a6edc15-2	Valamely vállalatnak, üzemnek az az alkalmazottja, aki munkáltatójának megbízásából kereskedelmi, biztosítási stb. ügyleteket bonyolít le.
képviselő	NOUN	6070ac2c19cad2110a6edc15@6070ac2c19cad2110a6edc15-3	Az a személy, aki vmely alkalommal vmely közösség tagjaként szerepel.
képviselő	NOUN	6070ac2c19cad2110a6edc15@6070ac2c19cad2110a6edc15-4	Az a személy, aki működésével v. egyéniségével vmely közösség törekvéseit kifejezi, ill. aki ily módon vmely irányzatot, eszmét testesít meg.
képzelet	NOUN	6070ac2c19cad2110a6edc20@6070ac2c19cad2110a6edc20-0	Az a képesség, ill. tevékenység, amely vki tudatának meglevő tartalmából új képeket tud alakítani; fantázia.
képzelet	NOUN	6070ac2c19cad2110a6edc20@6070ac2c19cad2110a6edc20-1	Ennek a tevékenységnek az eredménye; az, amit vki elképzel.
képzelet	NOUN	6070ac2c19cad2110a6edc20@6070ac2c19cad2110a6edc20-2	Maga előtt látta képzeletben. Minden képzeletet felülmúl(ó) v. meghalad(ó) | hihetetlen, csodálatos, fantasztikus.
képzelet	NOUN	6070ac2c19cad2110a6edc20@6070ac2c19cad2110a6edc20-3	Elképzelés (2).
képzeletbeli	ADJ	6070ac2c19cad2110a6edc21@6070ac2c19cad2110a6edc21-0	A valóságban nem létező, a képzelet által megteremtett, felidézett, alkotott, csak képzeletben meglevő; képzelt (1).
képzetlen	ADJ	6070ac2c19cad2110a6edc2b@6070ac2c19cad2110a6edc2b-0	Olyan személy, akinek nincsen kellő képzettsége, felkészültsége vmiben; vmilyen szempontból nem v. nem eléggé képzett.
képzés	NOUN	6070ac2c19cad2110a6edc30@6070ac2c19cad2110a6edc30-0	Általában a képez (1, 2,, főleg 2b) igével kifejezett folyamat.
képzés	NOUN	6070ac2c19cad2110a6edc30@6070ac2c19cad2110a6edc30-1	Vmely intézmény keretei között v. közösségben történő oktatás, nevelés.
képzés	NOUN	6070ac2c19cad2110a6edc30@6070ac2c19cad2110a6edc30-2	Új szó alkotása képzővel v. a képzőkéhez hasonló szerepű jelentésmódosító nyelvi eszközzel.
képzés	NOUN	6070ac2c19cad2110a6edc30@6070ac2c19cad2110a6edc30-3	Vmely szó nyelvtani alakjának létrehozása.
képződik	VERB	6070ac2c19cad2110a6edc33@6070ac2c19cad2110a6edc33-0	Vmely anyag bizonyos halmazállapotban és formában összeáll, keletkezik, létrejön.
képződik	VERB	6070ac2c19cad2110a6edc33@6070ac2c19cad2110a6edc33-1	Vminek a közreműködésével létrejön vmi; lesz, válik.
kérdez	VERB	6070ac2c19cad2110a6edc3e@6070ac2c19cad2110a6edc3e-0	Kérdést (1) tesz fel vkinek
kérdez	VERB	6070ac2c19cad2110a6edc3e@6070ac2c19cad2110a6edc3e-1	Kérdéssel v. kérdésekkel tudakol vmit, hogy a kérdezettnek egy bizonyos tárgyra vonatkozó ismereteit kipuhatolja
kérdez	VERB	6070ac2c19cad2110a6edc3e@6070ac2c19cad2110a6edc3e-2	Vmit kérdez vkitől | kérdéssel (1) vkitől meg akar tudni vmit.
kérdez	VERB	6070ac2c19cad2110a6edc3e@6070ac2c19cad2110a6edc3e-3	A nevemet kérdezte. Mindenfélét kérdeztek tőlem. Kérdezték (tőle), hogy mit csinál. Ne is kérdezd | válaszul vmely kellemetlen élményt felidéző kérdésre.
kérdez	VERB	6070ac2c19cad2110a6edc3e@6070ac2c19cad2110a6edc3e-4	Kérdez vmit v. vmilyet | olyan kérdést tesz fel, amelyet a kérdezett vminek v. vmilyennek minősít.
kérdez	VERB	6070ac2c19cad2110a6edc3e@6070ac2c19cad2110a6edc3e-5	Feleltet vkit vmely tantárgyból
kérdez	VERB	6070ac2c19cad2110a6edc3e@6070ac2c19cad2110a6edc3e-6	Vkit kérdez (vmi felől) | kérdéssel v. kérdésekkel fordul vkihez.
kérdez	VERB	6070ac2c19cad2110a6edc3e@6070ac2c19cad2110a6edc3e-7	Kérdez vkit v. vki után | kérdezősködik, tudakozódik vkiről, vki felől.
kérdés	NOUN	6070ac2c19cad2110a6edc44@6070ac2c19cad2110a6edc44-0	Vkihez intézett olyan szó v. szavak, amely(ek)re a beszélő feleletet vár; az, amit vki kérdez.
kérdés	NOUN	6070ac2c19cad2110a6edc44@6070ac2c19cad2110a6edc44-1	kérdő mondat.
kérdés	NOUN	6070ac2c19cad2110a6edc44@6070ac2c19cad2110a6edc44-2	Oktatás közben v. vizsgán a tanulókhoz v. a vizsgázóhoz intézett, feleletet kívánó kérdő mondat v. felszólítás a tanulók, ill. a vizsgázó tudásának kipuhatolása v. vmely ismeretre, összefüggésre való rávezetés végett.
kérdés	NOUN	6070ac2c19cad2110a6edc44@6070ac2c19cad2110a6edc44-3	Feltett kérdés; fogas kérdés; micsoda kérdés! | hogy lehet ilyen lehetetlen dolgot kérdezni?!
kérdés	NOUN	6070ac2c19cad2110a6edc44@6070ac2c19cad2110a6edc44-4	döntő kérdés | olyan kérdő m., amelynek tartalma teljes egészében kérdéses, s amelyre igenlő v. tagadó választ vár a kérdező (pl. Megírtad a levelet? Elment-e már?)
kérdés	NOUN	6070ac2c19cad2110a6edc44@6070ac2c19cad2110a6edc44-5	kiegészítő kérdés | olyan kérdő m, amelynek tartalmában csak vmely részlet kérdéses (, ezt kérdő névmás v. kérdő határozószó fejezi ki,) s a kérdező csupán erre vár választ (pl. Ki volt itt? Hova mész? Hány könyv ez?).
kérdés	NOUN	6070ac2c19cad2110a6edc44@6070ac2c19cad2110a6edc44-6	Költői, szónoki kérdés | olyan kérdő alakú mondat(ok), amely(ek) az olvasó, ill. hallgató figyelmének felkeltésére való(k), de az író v. a szónok nem vár rá(juk) feleletet.
kérdés	NOUN	6070ac2c19cad2110a6edc44@6070ac2c19cad2110a6edc44-7	Bizonytalan, kétséges, kétségbe vonható dolog.
kérdés	NOUN	6070ac2c19cad2110a6edc44@6070ac2c19cad2110a6edc44-8	Kérdésbe hoz vmit; vmit kérdésbe von; nagy kérdés | nehezen megoldható nagyon bizonytalan dolog
kérdés	NOUN	6070ac2c19cad2110a6edc44@6070ac2c19cad2110a6edc44-9	nem kérdés | egészen bizonyos, kétségtelen szót sem érdemel, nem fontos.
kérdés	NOUN	6070ac2c19cad2110a6edc44@6070ac2c19cad2110a6edc44-10	Kérdésen kívül | kétségen kívül, kétségkívül, kétségtelenül.
kérdés	NOUN	6070ac2c19cad2110a6edc44@6070ac2c19cad2110a6edc44-11	Kérdésben forog v. van vmi | eldöntésre vár, szó van vmiről.
kérdés	NOUN	6070ac2c19cad2110a6edc44@6070ac2c19cad2110a6edc44-12	Fejtegetésben, tárgyalásban, vitában olyan részlet, amely még nincs megoldva, eldöntve, és amely állásfoglalást, megtárgyalást, megvitatást kíván; probléma.
kérdés	NOUN	6070ac2c19cad2110a6edc44@6070ac2c19cad2110a6edc44-13	Vminek a kérdései | vmely tudomány(szak)nak az ismeretanyaga.
kérdés	NOUN	6070ac2c19cad2110a6edc44@6070ac2c19cad2110a6edc44-14	Elintézendő jelentős ügyek, felderítendő összefüggések egységet alkotó csoportja.
kérdés	NOUN	6070ac2c19cad2110a6edc44@6070ac2c19cad2110a6edc44-15	Vminek a kérdése | vmi függ tőle
kérdés	NOUN	6070ac2c19cad2110a6edc44@6070ac2c19cad2110a6edc44-16	kérdése | már csak v. még évek, hetek, napok, órák stb. kellenek, hogy vmely ügy sorsa eldőljön, vmi megoldódjék.
kérdés	NOUN	6070ac2c19cad2110a6edc44@6070ac2c19cad2110a6edc44-17	Idő kérdése | bizonyos idő múlva fog vmi eldőlni, megoldódni (így is:)
késleltet	VERB	61b918bb897a3506c6c4c2d2@61b918bb897a3506c6c4c2d2-0	Késleltet vkit (vmiben) | okozza, hogy vki később v. későn végezzen el, későbbre halasszon vmit; hátráltat.
késleltet	VERB	61b918bb897a3506c6c4c2d2@61b918bb897a3506c6c4c2d2-1	Késleltet vmit | vminek a bekövetkezését elodázza, v. vminek a folyamatát lassítja.
kész	ADJ	6070ac2c19cad2110a6edc81@6070ac2c19cad2110a6edc81-0	Olyan fizikai v. szellemi termék, amelynek elkészítése már teljesen befejeződött, s amely úgy, ahogy van, máris használható, alkalmazható.
kész	ADJ	6070ac2c19cad2110a6edc81@6070ac2c19cad2110a6edc81-1	Olyan tárgy, eszköz, amely vmely célra el van rendezve, fel van szerelve.
kész	ADJ	6070ac2c19cad2110a6edc81@6070ac2c19cad2110a6edc81-2	Elvégzett, befejezett munkafolyamat.
kész	ADJ	6070ac2c19cad2110a6edc81@6070ac2c19cad2110a6edc81-3	Kész ház, ing, munka, mű; kész program, terv; az utolsó gombig kész; még nem kész; készen van | elkészült
kész	ADJ	6070ac2c19cad2110a6edc81@6070ac2c19cad2110a6edc81-4	nincs készen | nem készült el.
kész	ADJ	6070ac2c19cad2110a6edc81@6070ac2c19cad2110a6edc81-5	Vmire kész | olyan fizikai v. szellemi termék, amely további megmunkálásra, feldolgozásra alkalmas állapotban van.
kész	ADJ	6070ac2c19cad2110a6edc81@6070ac2c19cad2110a6edc81-6	Már megszerzett, rendelkezésre álló, felhasználható.
kész	ADJ	6070ac2c19cad2110a6edc81@6070ac2c19cad2110a6edc81-7	Olyan, ami már megvan, kéznél van, rendelkezésre áll, hogy adandó alkalommal hasson, érvényesüljön, szerepét betöltse.
kész	ADJ	6070ac2c19cad2110a6edc81@6070ac2c19cad2110a6edc81-8	Olyan személy, akinek a fejlődése, képzése már befejeződött, aki hivatásszerű működését máris megkezdheti.
kész	ADJ	6070ac2c19cad2110a6edc81@6070ac2c19cad2110a6edc81-9	Olyan dolog, helyzet, amely már kialakult, kibontakozott, és lényegében nem változik tovább, v. nem változtatható meg.
kész	ADJ	6070ac2c19cad2110a6edc81@6070ac2c19cad2110a6edc81-10	Kész egyéniség; kész igazság | többé nem vitatható i.
kész	ADJ	6070ac2c19cad2110a6edc81@6070ac2c19cad2110a6edc81-11	Olyan, hogy a jelzett szóban kifejezett minőségben, munkakörben szinte teljes értékűnek mondható; olyan, mintha valóban máris az volna; valóságos.
kész	ADJ	6070ac2c19cad2110a6edc81@6070ac2c19cad2110a6edc81-12	Olyan, hogy a jelzett szóban kifejezett fogalom tartalmát csaknem teljesen kimeríti; igazi, valóságos, teljes.
kész	ADJ	6070ac2c19cad2110a6edc81@6070ac2c19cad2110a6edc81-13	(ez) kész röhej | ezen csak nevetni lehet.
kész	ADJ	6070ac2c19cad2110a6edc81@6070ac2c19cad2110a6edc81-14	Olyan esemény, helyzet, állapot, amelynek a bekövetkezését szinte biztosra lehet venni; olyan biztos, mintha máris megtörtént volna.
kész	ADJ	6070ac2c19cad2110a6edc81@6070ac2c19cad2110a6edc81-15	Vminek az elkezdésére, végrehajtására v. elfogadására, felfogására alkalmas állapotban levő; vmire felkészült.
kész	ADJ	6070ac2c19cad2110a6edc81@6070ac2c19cad2110a6edc81-16	Kész vmire v. vmit tenni; írásra kész; lesújtani kész ököl; támadásra kész ellenség; ugrásra kész | átvitt értelemben is Úgy felkészült, és olyan állapotban tartja magát, hogy bármikor gyorsan tudjon cselekedni
kész	ADJ	6070ac2c19cad2110a6edc81@6070ac2c19cad2110a6edc81-17	Kész! | a le- és a felszállás megtörtént, indulhatunk
kész	ADJ	6070ac2c19cad2110a6edc81@6070ac2c19cad2110a6edc81-18	Olyan személy, aki bármikor azonnal megteszi, amit várnak v. kérnek tőle; készséges.
kész	ADJ	6070ac2c19cad2110a6edc81@6070ac2c19cad2110a6edc81-19	Ilyen személytől eredő, ilyen személyre valló cselekvés, magatartás, érzés, tulajdonság.
kész	ADJ	6070ac2c19cad2110a6edc81@6070ac2c19cad2110a6edc81-20	Vmire kész | olyan, aki azonnal hajlandó vmit megtenni.
kész	ADJ	6070ac2c19cad2110a6edc81@6070ac2c19cad2110a6edc81-21	El van intézve, be van fejezve, nincs tovább.
kész	ADJ	6070ac2c19cad2110a6edc81@6070ac2c19cad2110a6edc81-22	Megteszed és kész! | minden további ellenvetés, zúgolódás v. huzavona nélkül meg kell tenned.
kész	ADJ	6070ac2c19cad2110a6edc81@6070ac2c19cad2110a6edc81-23	Készen.
kész	ADJ	6070ac2c19cad2110a6edc81@6070ac2c19cad2110a6edc81-24	Kész van | (helyesebben:) készen van v. kész.
kész	ADJ	6070ac2c19cad2110a6edc81@6070ac2c19cad2110a6edc81-25	Még nincs kész a munka | (helyesebben:) még nem kész v. még nincs készen a m.
kész	ADJ	6070ac2c19cad2110a6edc81@6070ac2c19cad2110a6edc81-26	Vezényszóként: készülj fel!
készlet	NOUN	6070ac2c19cad2110a6edc8a@6070ac2c19cad2110a6edc8a-0	Összetartozó v. ugyanolyan fajta tárgyakból v. vmely anyagból felhalmozott, összegyűjtött mennyiség, amelyet bármikor fel lehet használni.
készlet	NOUN	6070ac2c19cad2110a6edc8a@6070ac2c19cad2110a6edc8a-1	Eladásra szánt, raktáron levő áruk összessége.
készlet	NOUN	6070ac2c19cad2110a6edc8a@6070ac2c19cad2110a6edc8a-2	Különféle, de összetartozó, egy célra használt eszközök, használati tárgyak összessége.
készlet	NOUN	6070ac2c19cad2110a6edc8a@6070ac2c19cad2110a6edc8a-3	Ugyanolyan fajta, de különböző méretű és néha különféle célokra használt tárgyak, cikkek összessége, egységet alkotó gyűjteménye.
készlet	NOUN	6070ac2c19cad2110a6edc8a@6070ac2c19cad2110a6edc8a-4	Készenlét; tartalék.
készpénz	NOUN	6070ac2c19cad2110a6edc8e@6070ac2c19cad2110a6edc8e-0	Azonnal v. bizonyos rövid időn belül bankjegyekben v. érmékben rendelkezésre álló közvetlen fizetőeszköz.
készpénz	NOUN	6070ac2c19cad2110a6edc8e@6070ac2c19cad2110a6edc8e-1	Készpénzben fizetett összeg, fizetés.
készpénz	NOUN	6070ac2c19cad2110a6edc8e@6070ac2c19cad2110a6edc8e-2	Biztos értéket jelentő, megbízható dolog.
készpénz	NOUN	6070ac2c19cad2110a6edc8e@6070ac2c19cad2110a6edc8e-3	Készpénznek v. készpénzül vesz v. fogad el vmit | kételkedés nélkül igaznak, hitelesnek fogad el, bizonyosnak vesz vmit.
készít	VERB	6070ac2c19cad2110a6edc9c@6070ac2c19cad2110a6edc9c-0	Írásban összeállít, fogalmaz; ír, szerkeszt.
készít	VERB	6070ac2c19cad2110a6edc9c@6070ac2c19cad2110a6edc9c-1	Készít vmit | (azzal van elfoglalva, hogy) vmit előállít, létrehoz, ill. célszerű eljárással használatra alkalmassá alakít.
készít	VERB	6070ac2c19cad2110a6edc9c@6070ac2c19cad2110a6edc9c-2	Vmiből vmit készít | vmit vmivé alakít; összeállít.
készít	VERB	6070ac2c19cad2110a6edc9c@6070ac2c19cad2110a6edc9c-3	Vkinek készít vmit | azon dolgozik, hogy vmi vmely célra v. vkinek a részére készen álljon; előkészít, odakészít, berendez.
